#OK
#SQL= select Type, stellarMass
#	    from Henriques2015a..MRscPlanck1    
#	where snapnum=13 and StellarMass > 0.01
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2020-01-30 20:24:11.345 CET
#QUERYTIME 68 millisec
#COLUMN 1 name=Type JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 2 name=stellarMass JDBC_TYPE=7 JDBC_TYPENAME=real
Type,stellarMass
0,0.010000008
0,0.010000074
0,0.0100002745
0,0.0100003015
0,0.010000305
0,0.010000325
0,0.01000041
0,0.010000642
0,0.010000737
0,0.010000738
0,0.01000083
0,0.010001036
0,0.010001043
0,0.010001105
0,0.010001229
0,0.010001274
0,0.010001648
0,0.010001711
0,0.01000176
0,0.010001878
0,0.010001952
0,0.010002067
0,0.010002288
0,0.010002374
0,0.010002413
0,0.010002525
0,0.010002665
0,0.010002699
0,0.01000277
0,0.010002864
0,0.010003003
0,0.010003355
0,0.010003366
0,0.010003389
0,0.010003463
0,0.010003671
0,0.010003878
0,0.0100039905
0,0.010004035
0,0.010004137
0,0.010004175
0,0.01000423
0,0.01000473
0,0.010004847
0,0.010004867
0,0.010004889
0,0.010005033
0,0.010005277
0,0.010005351
0,0.01000553
0,0.0100056
0,0.010005633
0,0.010005653
0,0.010005682
0,0.010005764
0,0.010005798
0,0.010006002
0,0.010006067
0,0.010006089
0,0.010006271
0,0.010006293
0,0.010006332
0,0.010006506
0,0.0100067435
0,0.010006884
0,0.01000693
0,0.010007063
0,0.010007128
0,0.010007224
0,0.010007245
0,0.010007308
0,0.0100073535
0,0.010007495
0,0.0100077335
0,0.01000791
0,0.010007966
0,0.010008055
0,0.010008305
0,0.010008372
0,0.01000851
0,0.010008881
0,0.010008946
0,0.010008948
0,0.01000904
0,0.010009435
0,0.010009632
0,0.010009736
0,0.010009745
0,0.010009755
0,0.010009823
0,0.010010322
0,0.010010697
0,0.010010982
0,0.010011095
0,0.010011243
0,0.010011409
0,0.010011457
0,0.010011761
0,0.010011868
0,0.010011926
0,0.010011933
0,0.010011957
0,0.010012106
0,0.0100122085
0,0.010012332
0,0.010012343
0,0.010012349
0,0.010012417
0,0.0100124255
0,0.0100125
0,0.010012538
0,0.0100125475
0,0.010012719
0,0.010012955
0,0.010012967
0,0.01001308
0,0.0100132115
0,0.010013224
0,0.010013382
0,0.010013576
0,0.010013673
0,0.010013691
0,0.010013814
0,0.010013872
0,0.010014132
0,0.010014374
0,0.010014433
2,0.0100144595
0,0.010014533
0,0.010014602
0,0.010014697
0,0.010014742
0,0.010014797
0,0.010015006
0,0.010015025
0,0.010015103
2,0.01001534
0,0.010015413
0,0.01001563
0,0.010015803
0,0.01001591
0,0.01001617
0,0.01001624
0,0.010016382
0,0.010016427
0,0.010016488
0,0.010016499
0,0.010016679
0,0.01001682
0,0.010016943
0,0.010017122
0,0.010017126
0,0.0100172255
0,0.0100172395
0,0.010017366
0,0.010017754
0,0.010018081
0,0.0100182025
0,0.01001823
0,0.010018243
0,0.01001832
0,0.010018722
0,0.010018763
0,0.010018903
0,0.010019104
0,0.010019662
0,0.010019736
0,0.010020237
0,0.010020248
0,0.010020274
0,0.010020281
0,0.010020555
0,0.010020586
0,0.010020917
1,0.010020931
0,0.010020936
0,0.010020957
0,0.010021066
0,0.010021458
0,0.010021503
0,0.010021519
0,0.010021783
0,0.010021803
0,0.010022109
0,0.010022152
0,0.010022183
0,0.010022237
0,0.010022251
0,0.010022326
0,0.010022335
0,0.010022425
0,0.010022438
0,0.010022459
0,0.01002253
2,0.010022547
0,0.0100228535
0,0.010022944
0,0.0100229755
0,0.010023106
0,0.010023168
0,0.010023309
0,0.010023403
0,0.010023468
0,0.010023507
0,0.010023608
0,0.010024195
0,0.010024345
0,0.010024369
0,0.010024502
0,0.010024763
0,0.01002499
0,0.01002506
0,0.010025105
0,0.01002527
0,0.010025338
0,0.010025415
0,0.0100256065
0,0.010025642
0,0.010025731
0,0.010025772
0,0.010025791
0,0.010025827
0,0.010025909
0,0.0100260405
0,0.010026086
0,0.010026223
0,0.010026377
0,0.0100265555
0,0.01002664
0,0.010026668
0,0.010026705
0,0.010026799
0,0.010027084
0,0.010027155
0,0.01002725
0,0.010027256
0,0.010027346
0,0.010027372
0,0.010027373
0,0.010027374
0,0.010027559
0,0.010027844
0,0.010027853
0,0.010027964
0,0.010028028
0,0.0100281965
0,0.010028231
0,0.010028291
0,0.010028393
0,0.010028514
0,0.010028565
2,0.01002864
0,0.010028774
0,0.010028961
2,0.010029146
0,0.010029146
0,0.010029213
0,0.010029378
0,0.010029611
0,0.010029644
0,0.01002993
0,0.010029946
0,0.010030101
0,0.010030146
0,0.01003016
0,0.010030269
0,0.010030271
0,0.010030359
0,0.0100305
0,0.0100305155
0,0.010030853
0,0.010030996
0,0.010031042
0,0.010031186
0,0.010031319
0,0.010031507
0,0.010031693
0,0.010031756
0,0.010031952
0,0.0100320345
0,0.010032072
0,0.0100321
0,0.010032101
0,0.010032447
0,0.010032688
0,0.010032936
0,0.010033113
0,0.010033232
0,0.010033631
0,0.010033921
0,0.010033986
0,0.0100341095
0,0.010034111
0,0.010034236
0,0.0100343535
0,0.010034466
0,0.010034709
0,0.01003478
0,0.010034818
0,0.010034851
0,0.0100350045
0,0.010035312
0,0.010035364
0,0.010035882
0,0.010036053
0,0.010036116
0,0.01003624
0,0.01003626
0,0.010036305
0,0.010036379
0,0.010036688
0,0.0100367125
0,0.010036754
0,0.010036776
0,0.010036834
0,0.010036866
0,0.010036921
0,0.010036976
0,0.01003731
0,0.010037483
0,0.010037499
0,0.010037529
0,0.010037551
0,0.010037695
0,0.010037735
0,0.010038143
0,0.010038225
0,0.010038543
0,0.010038665
0,0.010038754
0,0.010038766
0,0.010038991
0,0.01003903
0,0.01003905
0,0.010039103
0,0.010039149
0,0.010039248
0,0.010039292
0,0.010039357
0,0.010039613
0,0.010039695
2,0.010039753
0,0.010039892
0,0.01004003
0,0.010040191
0,0.010040225
0,0.010040325
0,0.010040367
0,0.010040493
0,0.010040598
0,0.0100407535
0,0.010040967
0,0.01004103
0,0.010041077
0,0.010041117
0,0.010041145
0,0.010041308
0,0.01004137
0,0.010041404
0,0.010041411
0,0.010041427
0,0.010041492
0,0.010041698
0,0.010041728
0,0.010041845
0,0.010041855
0,0.010041918
0,0.010042035
0,0.01004212
0,0.010042139
0,0.010042339
0,0.010042522
0,0.010043103
0,0.010043133
0,0.010043336
2,0.010043377
0,0.010043388
0,0.010043535
0,0.0100439405
0,0.01004402
0,0.010044125
0,0.010044156
0,0.010044168
0,0.010044501
0,0.010044663
0,0.010044683
0,0.010044745
0,0.010045098
0,0.010045244
0,0.010045486
0,0.010045513
0,0.0100455815
0,0.010045666
0,0.010045718
0,0.010045797
0,0.010045917
0,0.010046171
0,0.010046301
0,0.010046385
0,0.010046455
0,0.010046518
0,0.010046531
0,0.010046657
0,0.010046865
0,0.010046914
0,0.010046983
0,0.01004699
0,0.010047163
0,0.0100473035
0,0.010047353
0,0.010047414
0,0.01004758
0,0.010047811
0,0.010047968
0,0.010048121
0,0.010048174
0,0.010048192
0,0.010048323
0,0.010048474
0,0.010048496
0,0.01004869
0,0.010048795
0,0.010048921
0,0.010049405
0,0.010049472
0,0.010049579
0,0.010049586
0,0.010049605
0,0.010049835
0,0.010050275
0,0.010050397
0,0.010050666
0,0.010050733
0,0.010050753
0,0.01005101
0,0.010051243
0,0.010051382
0,0.0100514125
0,0.010051479
0,0.010051555
0,0.010051807
0,0.010051937
0,0.010052133
0,0.010052148
0,0.010052198
0,0.010052264
0,0.010052376
0,0.010052839
0,0.010053106
0,0.010053518
0,0.01005356
0,0.0100539075
0,0.0100540025
0,0.01005414
0,0.01005418
0,0.010054341
0,0.010054364
0,0.0100545855
0,0.010054758
0,0.010054888
0,0.010054893
0,0.01005491
0,0.010054993
0,0.010055012
0,0.010055074
0,0.010055125
0,0.010055376
0,0.01005538
0,0.010055433
0,0.010055437
0,0.010055633
0,0.010055671
0,0.010055809
0,0.010055819
0,0.010055984
0,0.010056139
0,0.010056257
0,0.010056301
1,0.010056413
0,0.010056498
0,0.010056545
0,0.010056556
0,0.010056859
0,0.010056913
1,0.010057023
0,0.010057055
0,0.010057225
0,0.010057595
0,0.010057664
0,0.010057689
2,0.010057777
0,0.010058145
0,0.010058156
0,0.010058191
0,0.010058265
0,0.010058317
0,0.010058338
0,0.010058393
0,0.010058559
0,0.010058814
0,0.010058854
0,0.010058882
0,0.010059107
0,0.010059262
0,0.01005929
0,0.010059322
0,0.010059419
0,0.010059685
0,0.010059944
0,0.010060181
0,0.010060181
0,0.010060484
0,0.0100605525
0,0.010060654
0,0.010060845
0,0.010060945
0,0.010061208
0,0.0100614
0,0.010061427
0,0.010061456
0,0.010061472
0,0.0100615015
0,0.010061686
0,0.01006188
0,0.010061983
0,0.010062483
0,0.010062536
0,0.010062613
0,0.010062648
0,0.0100627495
0,0.010062766
0,0.010062896
0,0.01006293
0,0.010063119
0,0.010063224
0,0.01006335
0,0.010063503
0,0.010063876
0,0.010064215
0,0.010064376
0,0.010064519
0,0.010064556
0,0.01006472
0,0.010064776
0,0.010064897
0,0.010064976
0,0.010065023
0,0.0100650545
0,0.01006512
0,0.01006518
0,0.010065271
0,0.010065341
0,0.010065589
0,0.010065668
0,0.010065746
0,0.010065815
0,0.010065962
