#OK
#SQL= select Type, stellarMass
#	from Henriques2020a..MR   
#	where snapnum=13 and StellarMass > 0.01
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2020-01-31 15:30:15.731 CET
#QUERYTIME 60 millisec
#COLUMN 1 name=Type JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 2 name=stellarMass JDBC_TYPE=7 JDBC_TYPENAME=real
Type,stellarMass
0,0.010000221
0,0.010000395
0,0.010000398
0,0.010000486
0,0.010000607
0,0.010000759
0,0.01000077
0,0.010000786
0,0.0100009
0,0.010000987
0,0.010000996
0,0.0100010345
0,0.010001065
0,0.010001125
0,0.010001194
0,0.010001241
0,0.010001263
2,0.010001277
0,0.010001294
0,0.010001458
0,0.010001489
0,0.0100016715
0,0.010001685
0,0.010001836
0,0.010001921
0,0.010001966
0,0.010002125
0,0.010002211
0,0.010002236
0,0.010002267
0,0.010002459
0,0.010002839
0,0.010002844
0,0.010002879
0,0.010002943
0,0.010002968
0,0.010003019
0,0.010003372
0,0.010003546
0,0.010003757
0,0.01000378
0,0.01000382
0,0.0100038955
0,0.010003952
0,0.010004017
0,0.010004301
0,0.010004581
0,0.010004587
0,0.010004784
0,0.0100048175
0,0.010004866
0,0.010004868
0,0.010004973
0,0.010005035
0,0.010005057
0,0.010005372
0,0.010005521
0,0.0100055225
0,0.010005555
0,0.010005635
0,0.010005913
0,0.010006157
0,0.010006213
0,0.010006461
0,0.010006521
0,0.01000656
0,0.01000664
0,0.010006665
0,0.010006788
0,0.010006863
0,0.010006923
0,0.010007036
0,0.01000721
0,0.01000749
0,0.010007604
0,0.010007615
0,0.010007851
0,0.0100078955
0,0.010007916
0,0.010008059
0,0.010008072
0,0.010008312
0,0.010008437
0,0.010008602
0,0.010008894
0,0.0100089405
0,0.010009009
0,0.010009026
0,0.010009208
0,0.010009246
0,0.0100097135
0,0.010009799
0,0.010010008
0,0.010010111
0,0.01001032
0,0.010010351
0,0.01001043
0,0.010010568
0,0.010010831
0,0.01001108
0,0.010011265
0,0.010011302
0,0.010011383
0,0.010011393
0,0.010011532
0,0.010011608
0,0.01001166
0,0.010012078
0,0.010012114
0,0.010012118
0,0.010012126
0,0.010012208
0,0.0100124115
0,0.010012471
0,0.010012496
0,0.010012533
0,0.010012867
0,0.010012914
0,0.010012915
0,0.010013041
0,0.010013125
0,0.010013345
1,0.010013365
0,0.010013655
0,0.0100137675
0,0.010013789
0,0.010013812
0,0.010013819
0,0.010013876
0,0.0100138765
0,0.010013914
0,0.010013919
0,0.010013974
0,0.010014546
0,0.0100146495
0,0.010014787
0,0.010014821
0,0.010014863
0,0.01001503
0,0.010015194
0,0.010015208
0,0.0100152735
0,0.01001534
0,0.010015427
0,0.010015533
2,0.010015599
0,0.010015726
0,0.010015745
0,0.010015752
0,0.010015863
0,0.010015874
0,0.010015896
0,0.010016019
0,0.010016039
0,0.010016061
0,0.010016132
0,0.01001622
0,0.010016262
0,0.010016308
0,0.010016339
0,0.010016726
0,0.010016732
0,0.010016855
0,0.010016901
0,0.0100169135
0,0.010016914
0,0.01001714
0,0.010017183
0,0.010017186
0,0.010017257
0,0.01001732
0,0.010017546
0,0.010017552
0,0.010017613
0,0.010017727
0,0.010017749
0,0.010018079
0,0.010018351
0,0.010018434
0,0.010018544
0,0.01001857
0,0.010018653
0,0.010018788
0,0.010018802
0,0.010018952
0,0.0100193415
2,0.010019487
0,0.010019587
0,0.010019838
0,0.010019903
0,0.010020089
0,0.010020227
0,0.010020272
0,0.010020299
0,0.01002031
0,0.010020446
0,0.010020476
0,0.010020532
0,0.010020611
0,0.010020679
0,0.010020783
0,0.010020975
0,0.010021021
0,0.010021499
0,0.010021499
0,0.010021519
0,0.010021615
0,0.010021799
0,0.0100218905
0,0.01002196
0,0.010022029
0,0.010022246
0,0.010022269
0,0.0100224335
0,0.010022447
0,0.010022477
0,0.010022499
0,0.0100225285
0,0.010022574
0,0.010022743
0,0.010022911
0,0.010022922
0,0.010023044
0,0.010023196
0,0.010023465
0,0.01002351
0,0.010023588
0,0.010023643
0,0.010023708
0,0.010023782
0,0.010023801
0,0.01002384
0,0.0100238845
0,0.010023942
0,0.010024098
0,0.010024195
0,0.010024279
0,0.010024362
0,0.010024689
0,0.010024724
2,0.010024875
0,0.01002524
0,0.010025346
0,0.010025411
0,0.0100254165
0,0.010025418
0,0.010025448
0,0.0100255385
0,0.010025637
0,0.010026031
0,0.010026072
0,0.010026297
0,0.010026401
0,0.010026403
0,0.010026404
0,0.010026412
0,0.010026526
0,0.010026544
0,0.010026579
